a1, a2, b1, b2, c1, c2, d1, d2, e1, e2, a_distance, a1_time, a1_sensor1, a1_sensor2, a1_sensor3, a1_sensor4, a1_x, a1_y, a1_f, a2_time, a2_sensor1, a2_sensor2, a2_sensor3, a2_sensor4, a2_x, a2_y, a2_f, b1_time, b1_sensor1, b1_sensor2, b1_sensor3, b1_sensor4, b1_x, b1_y, b1_f, b2_time, b2_sensor1, b2_sensor2, b2_sensor3, b2_sensor4, b2_x, b2_y, b2_f, c1_time, c1_sensor1, c1_sensor2, c1_sensor3, c1_sensor4, c1_x, c1_y, c1_f, c2_time, c2_sensor1, c2_sensor2, c2_sensor3, c2_sensor4, c2_x, c2_y, c2_f, d1_time, d1_sensor1, d1_sensor2, d1_sensor3, d1_sensor4, d1_x, d1_y, d1_f, d2_time, d2_sensor1, d2_sensor2, d2_sensor3, d2_sensor4, d2_x, d2_y, d2_f, e1_time, e1_sensor1, e1_sensor2, e1_sensor3, e1_sensor4, e1_x, e1_y, e1_f, e2_time, e2_sensor1, e2_sensor2, e2_sensor3, e2_sensor4, e2_x, e2_y, e2_f
47463.961, 47465.277648, 47465.294344, 47466.294253, 47466.31090700001, 47466.827542000006, 47466.844214000004, 47468.444099, 47468.461055, 47469.710677, 3.446909315093509, 47463.8652455, 12.1499, 12.4433, 15.5384, 17.3771, 0.926831, 2.1707, 57.5088, 47465.1832455, 12.388, 12.701, 15.3518, 17.1121, 0.900617, 1.92212, 57.553, 47465.1972455, 12.3781, 12.7629, 15.2171, 17.0102, 0.949106, 1.85285, 57.3682, 47466.1952455, 12.0012, 12.1649, 15.7768, 17.4281, 0.790909, 2.36324, 57.371, 47466.2232455, 11.9317, 12.2062, 15.8183, 17.479, 0.842327, 2.3921, 57.4352, 47466.7422455, 12.3483, 12.567, 15.2896, 17.0815, 0.877431, 1.95225, 57.2865, 47466.747245499995, 12.3483, 12.567, 15.2896, 17.0815, 0.877431, 1.95225, 57.2865, 47468.374245499996, 12.5863, 12.9588, 14.9372, 16.6993, 0.933227, 1.59791, 57.1816, 47468.374245499996, 12.5863, 12.9588, 14.9372, 16.6993, 0.933227, 1.59791, 57.1816, 47469.616245499994, 12.5665, 13.0722, 14.9787, 16.7224, 0.980753, 1.58592, 57.3398
47469.727, 47470.743569, 47470.760243, 47471.760189, 47471.776852999996, 47472.193471, 47472.210157, 47472.810096, 47472.826899, 47474.526656, 3.302842018698144, 47469.641245499995, 12.5368, 13.0309, 14.9476, 16.7571, 1.00561, 1.60733, 57.2724, 47470.6642455, 12.2491, 12.7835, 15.1652, 17.0917, 1.07387, 1.89153, 57.2896, 47470.6642455, 12.2491, 12.7835, 15.1652, 17.0917, 1.07387, 1.89153, 57.2896, 47471.681245499996, 12.3681, 12.8763, 15.2171, 17.0102, 1.00104, 1.8225, 57.4717, 47471.681245499996, 12.3681, 12.8763, 15.2171, 17.0102, 1.00104, 1.8225, 57.4717, 47472.0942455, 11.6144, 12.2268, 15.8598, 17.6319, 1.0398, 2.52486, 57.3328, 47472.1112455, 11.6342, 12.0928, 15.8909, 17.6115, 0.951982, 2.56216, 57.2293, 47472.7232455, 11.9813, 12.1134, 15.8805, 17.3975, 0.718576, 2.40094, 57.3727, 47472.7422455, 12.021, 12.1959, 15.8598, 17.479, 0.779301, 2.37732, 57.5557, 47474.4332455, 12.1797, 12.5979, 15.4659, 17.0204, 0.861266, 2.01923, 57.2639
47474.567, 47475.983561, 47476.000219, 47477.000174, 47477.016820000004, 47477.633443000006, 47477.650120000006, 47478.650029000004, 47478.666807, 47480.383262, 3.7436988214928437, 47474.484245499996, 12.1797, 12.6082, 15.5177, 17.0408, 0.850812, 2.03252, 57.3464, 47475.904245499994, 12.2491, 12.6392, 15.3415, 17.0713, 0.924909, 1.96973, 57.3011, 47475.904245499994, 12.2491, 12.6392, 15.3415, 17.0713, 0.924909, 1.96973, 57.3011, 47476.9052455, 11.9615, 12.1856, 15.8183, 17.2854, 0.738487, 2.34668, 57.2507, 47476.925245499995, 12.0012, 12.2371, 15.839, 17.3567, 0.763324, 2.33941, 57.434, 47477.5362455, 12.1103, 12.4124, 15.5799, 17.2446, 0.857422, 2.17147, 57.3471, 47477.550245499995, 12.0805, 12.3505, 15.6732, 17.2242, 0.794131, 2.21523, 57.3284, 47478.55924549999, 12.4772, 12.701, 15.3207, 16.9075, 0.788471, 1.84211, 57.4065, 47478.5752455, 12.4376, 12.6495, 15.3, 16.9306, 0.803643, 1.86946, 57.3177, 47480.294245499994, 12.2392, 12.6701, 15.3, 16.9075, 0.892198, 1.91664, 57.1168
47480.392, 47481.808573, 47481.825235, 47482.825155, 47482.841824, 47483.358453, 47483.375156, 47484.975003, 47484.991922, 47486.741547, 3.468999132762609, 47480.294245499994, 12.2392, 12.6701, 15.3, 16.9075, 0.892198, 1.91664, 57.1168, 47481.711245499995, 12.3186, 12.7113, 15.2274, 17.214, 1.03503, 1.93442, 57.4714, 47481.7552455, 12.2888, 12.7732, 15.2378, 17.1529, 1.04411, 1.91341, 57.4527, 47482.730245499995, 12.2293, 12.5979, 15.4659, 17.0713, 0.860351, 2.01605, 57.3644, 47482.751245499996, 12.2194, 12.5258, 15.4659, 17.1121, 0.851601, 2.04965, 57.3231, 47483.2612455, 11.783, 12.134, 15.8909, 17.6013, 0.897732, 2.50183, 57.4092, 47483.281245499995, 11.7929, 12.1031, 15.9323, 17.6217, 0.870147, 2.52168, 57.45, 47484.88124549999, 12.0904, 12.3814, 15.528, 17.4077, 0.945273, 2.21151, 57.4076, 47484.8942455, 12.1499, 12.4639, 15.4037, 17.4994, 1.04739, 2.16177, 57.5169, 47486.6472455, 12.0607, 12.4433, 15.6317, 17.4077, 0.937811, 2.22495, 57.5434
47486.758, 47487.97458, 47487.991241, 47488.391209, 47488.407868, 47488.924509000004, 47488.941172, 47489.941094, 47489.957915, 47491.42433, 3.211352387506463, 47486.6612455, 12.0111, 12.4742, 15.5695, 17.3975, 0.996959, 2.21445, 57.4523, 47487.887245499995, 11.8425, 12.2371, 15.7354, 17.5198, 0.950146, 2.40052, 57.3347, 47487.895245499996, 11.8326, 12.2371, 15.7354, 17.5402, 0.963184, 2.40801, 57.3452, 47488.29224549999, 11.9119, 12.2784, 15.725, 17.5198, 0.940731, 2.36472, 57.435, 47488.3162455, 11.8722, 12.2474, 15.7043, 17.5096, 0.950804, 2.37929, 57.3335, 47488.838245499996, 12.0309, 12.4639, 15.5073, 17.4382, 1.02886, 2.20683, 57.4404, 47488.8442455, 11.9912, 12.4639, 15.6732, 17.4994, 0.997305, 2.26906, 57.6277, 47489.8432455, 12.1301, 12.4845, 15.3933, 17.3261, 0.997347, 2.12041, 57.3341, 47489.8582455, 12.1103, 12.4742, 15.3622, 17.2956, 1.00334, 2.11555, 57.2423, 47491.349245499994, 11.7631, 11.9485, 15.9323, 17.6727, 0.839931, 2.58915, 57.3166
47491.441, 47492.757577, 47492.774247, 47493.774178, 47493.790838, 47494.407459, 47494.424117999995, 47495.824021, 47495.840826, 47497.673895, 3.499512445903697, 47491.349245499994, 11.7631, 11.9485, 15.9323, 17.6727, 0.839931, 2.58915, 57.3166, 47492.66724549999, 12.259, 12.7216, 15.3, 17.0917, 0.982323, 1.93761, 57.3724, 47492.688245499994, 12.1995, 12.701, 15.3415, 17.1019, 0.986132, 1.97305, 57.3439, 47493.694245499995, 12.3285, 12.6907, 15.3726, 17.0306, 0.879565, 1.92885, 57.4223, 47493.694245499995, 12.3285, 12.6907, 15.3726, 17.0306, 0.879565, 1.92885, 57.4223, 47494.3222455, 12.2491, 12.7216, 15.3415, 17.1121, 0.976577, 1.95461, 57.4243, 47494.3252455, 12.2293, 12.7629, 15.3104, 17.051, 0.991306, 1.9273, 57.3535, 47495.73724549999, 12.4772, 12.7938, 15.2378, 16.8612, 0.845385, 1.78524, 57.3701, 47495.7742455, 12.4772, 12.7938, 15.2378, 16.8612, 0.845385, 1.78524, 57.3701, 47497.5752455, 12.1698, 12.4948, 15.5695, 17.1223, 0.818506, 2.09929, 57.3564
47497.69, 47499.106552000005, 47499.123201, 47500.323161, 47500.339810000005, 47500.756435, 47500.773095000004, 47501.773035000006, 47501.789833, 47503.872857, 4.332163364674492, 47497.59124549999, 12.1995, 12.5464, 15.528, 17.1631, 0.862631, 2.07493, 57.437, 47499.035245499996, 11.8028, 12.268, 15.8598, 17.4892, 0.912008, 2.42376, 57.4198, 47499.035245499996, 11.8028, 12.268, 15.8598, 17.4892, 0.912008, 2.42376, 57.4198, 47500.224245499994, 12.021, 12.3402, 15.725, 17.3669, 0.853351, 2.27943, 57.4531, 47500.243245499994, 11.9813, 12.3918, 15.6939, 17.3058, 0.881201, 2.2554, 57.3727, 47500.673245499995, 12.3384, 12.6392, 15.4451, 16.9537, 0.788394, 1.94016, 57.3764, 47500.673245499995, 12.3384, 12.6392, 15.4451, 16.9537, 0.788394, 1.94016, 57.3764, 47501.673245499995, 12.7946, 12.8557, 15.2274, 16.5027, 0.582218, 1.58935, 57.3805, 47501.6972455, 12.7649, 12.9072, 15.1652, 16.4565, 0.625527, 1.55766, 57.2938, 47503.77524549999, 12.14, 12.1856, 15.6628, 17.3058, 0.736764, 2.26279, 57.2942
47503.89, 47505.10661, 47505.123273, 47506.123197, 47506.139869, 47506.756482, 47506.773153, 47507.373098, 47507.389858, 47509.189648, 3.089931181255438, 47503.794245499994, 12.1202, 12.2887, 15.6939, 17.2854, 0.766683, 2.24012, 57.3881, 47505.012245499995, 12.1896, 12.3093, 15.6421, 17.2038, 0.733033, 2.18338, 57.3448, 47505.027245499994, 12.1995, 12.2887, 15.611, 17.2038, 0.733814, 2.17963, 57.303, 47506.0262455, 12.1896, 12.4639, 15.5695, 17.2038, 0.830895, 2.12091, 57.4269, 47506.044245499994, 12.1995, 12.3711, 15.5384, 17.1936, 0.797009, 2.13639, 57.3027, 47506.6662455, 12.1995, 12.4948, 15.5488, 17.0612, 0.788635, 2.07198, 57.3043, 47506.692245499995, 12.2491, 12.4639, 15.497, 17.0815, 0.785184, 2.05932, 57.2915, 47507.279245499994, 12.3681, 12.6082, 15.3829, 16.9769, 0.799689, 1.93161, 57.3362, 47507.294245499994, 12.3781, 12.567, 15.4866, 17.1427, 0.801158, 2.00199, 57.5743, 47509.101245499995, 11.5846, 11.5876, 16.3366, 17.9478, 0.702393, 2.90102, 57.4567
47509.206, 47510.722560999995, 47510.739237, 47511.739146, 47511.755825, 47512.172441999995, 47512.189116, 47512.989051, 47513.005882, 47514.105651, 3.744281059286454, 47509.1252455, 11.5648, 11.6186, 16.3262, 18.0192, 0.759083, 2.9104, 57.5287, 47510.62924549999, 12.2095, 12.5258, 15.4348, 17.1529, 0.887272, 2.05478, 57.3229, 47510.652245499994, 12.2392, 12.5361, 15.3933, 17.1019, 0.875452, 2.02196, 57.2705, 47511.6422455, 12.1301, 12.2577, 15.6732, 17.3363, 0.779995, 2.25315, 57.3973, 47511.6662455, 12.1301, 12.2577, 15.6732, 17.3363, 0.779995, 2.25315, 57.3973, 47512.084245499995, 12.4574, 12.6289, 15.3726, 16.9306, 0.753409, 1.8863, 57.3895, 47512.1062455, 12.4177, 12.6186, 15.3104, 16.919, 0.789961, 1.88414, 57.2657, 47512.9182455, 12.626, 12.7835, 15.1549, 16.6762, 0.733221, 1.68278, 57.2406, 47512.9182455, 12.626, 12.7835, 15.1549, 16.6762, 0.733221, 1.68278, 57.2406, 47514.0222455, 12.2789, 12.433, 15.4762, 17.1325, 0.789589, 2.06649, 57.3206
47514.122, 47515.23857, 47515.255240000006, 47516.255181, 47516.271837, 47516.888453, 47516.905105000005, 47517.905073, 47517.921908000004, 47519.504938000005, 2.6572822514837786, 47514.0222455, 12.2789, 12.433, 15.4762, 17.1325, 0.789589, 2.06649, 57.3206, 47515.143245499996, 12.3186, 12.5361, 15.4244, 17.1733, 0.855666, 2.0216, 57.4523, 47515.16524549999, 12.3086, 12.5567, 15.4555, 17.1631, 0.850517, 2.02315, 57.4839, 47516.1722455, 12.4673, 12.6392, 15.3311, 16.9769, 0.791448, 1.88144, 57.4145, 47516.1722455, 12.4673, 12.6392, 15.3311, 16.9769, 0.791448, 1.88144, 57.4145, 47516.8032455, 12.6359, 12.9175, 15.1756, 16.734, 0.800511, 1.65919, 57.4631, 47516.806245499996, 12.7153, 12.9175, 15.2171, 16.734, 0.746381, 1.64584, 57.5839, 47517.817245499995, 12.4277, 12.6598, 15.3, 16.9769, 0.831968, 1.87994, 57.3643, 47517.82624549999, 12.4277, 12.6598, 15.3, 16.9769, 0.831968, 1.87994, 57.3643, 47519.4542455, 12.2194, 12.2371, 15.7354, 17.2038, 0.647354, 2.2169, 57.3957
47519.521, 47520.737595, 47520.754244, 47521.354203, 47521.370868, 47521.787512, 47521.804174, 47522.804096, 47522.820997, 47524.737294, 3.5231010387560144, 47519.4542455, 12.2194, 12.2371, 15.7354, 17.2038, 0.647354, 2.2169, 57.3957, 47520.6402455, 12.3979, 12.6392, 15.3104, 17.051, 0.863206, 1.91406, 57.3984, 47520.6592455, 12.3384, 12.701, 15.2585, 17.0408, 0.935176, 1.89921, 57.3387, 47521.25424549999, 12.3086, 12.268, 15.611, 17.1631, 0.658885, 2.14401, 57.3507, 47521.283245499995, 12.269, 12.268, 15.6421, 17.1019, 0.636739, 2.14914, 57.281, 47521.70324549999, 12.3086, 12.5773, 15.4555, 16.9884, 0.78564, 1.97749, 57.3299, 47521.713245499996, 12.3086, 12.5979, 15.4451, 17.0815, 0.838241, 1.99016, 57.4332, 47522.707245499994, 12.3582, 12.5361, 15.3933, 17.1936, 0.860372, 2.00743, 57.4812, 47522.745245499995, 12.3582, 12.567, 15.3311, 17.1121, 0.867113, 1.96571, 57.3684, 47524.6382455, 12.1202, 12.4948, 15.5591, 17.2344, 0.892693, 2.13693, 57.4086
47524.754, 47525.870587, 47525.887251, 47526.887194, 47526.903903, 47527.52048, 47527.537126, 47528.937038000004, 47528.953945, 47530.770242, 2.8880668110387533, 47524.66524549999, 12.14, 12.433, 15.5073, 17.265, 0.893986, 2.14472, 57.3453, 47525.7782455, 11.6639, 11.8866, 16.0671, 17.7848, 0.845066, 2.69186, 57.4024, 47525.80924549999, 11.7135, 11.8144, 16.1396, 17.7542, 0.74687, 2.70782, 57.4218, 47526.794245499994, 11.8623, 12.0515, 15.953, 17.5809, 0.790772, 2.51188, 57.4478, 47526.8162455, 11.773, 12.0928, 15.9841, 17.6013, 0.842848, 2.53771, 57.4513, 47527.442245499995, 12.2491, 12.8247, 15.3311, 17.0815, 1.01157, 1.91491, 57.4865, 47527.442245499995, 12.2491, 12.8247, 15.3311, 17.0815, 1.01157, 1.91491, 57.4865, 47528.8392455, 11.773, 12.1856, 15.7872, 17.7338, 1.02608, 2.49542, 57.4796, 47528.8542455, 11.7135, 12.0928, 15.839, 17.7542, 0.99932, 2.55757, 57.3995, 47530.679245499996, 11.8921, 12.299, 15.7354, 17.4179, 0.910905, 2.34432, 57.3443
47530.787, 47531.80358199999, 47531.820245999996, 47533.020167999995, 47533.03683, 47533.55345399999, 47533.570132999994, 47534.570055, 47534.587006999995, 47536.803225999996, 2.08502931193666, 47530.6892455, 11.8425, 12.299, 15.7457, 17.4484, 0.941476, 2.36835, 57.3356, 47531.7192455, 11.8127, 12.2062, 15.8287, 17.4586, 0.882733, 2.42602, 57.3062, 47531.724245499994, 11.8623, 12.1959, 15.7872, 17.5096, 0.896156, 2.41616, 57.355, 47532.9352455, 12.0111, 12.1649, 15.8183, 17.3873, 0.750616, 2.36039, 57.3816, 47532.9562455, 12.0508, 12.1649, 15.7976, 17.3669, 0.733504, 2.33933, 57.3802, 47533.4582455, 12.1004, 12.3402, 15.5695, 17.4179, 0.909057, 2.2324, 57.4279, 47533.472245499994, 12.0111, 12.3402, 15.6421, 17.3873, 0.903761, 2.26855, 57.3807, 47534.48524549999, 11.9417, 12.2371, 15.6317, 17.4892, 0.939342, 2.34089, 57.2997, 47534.4902455, 11.9516, 12.1856, 15.6732, 17.4179, 0.864384, 2.34689, 57.2282, 47536.7312455, 9.67036, 10.3918, 17.8408, 20.0677, 1.27149, 4.61779, 57.9706
47571.333, 47572.649564, 47572.666230999996, 47573.666163, 47573.682821999995, 47574.299451, 47574.316127, 47575.316049, 47575.332973, 47578.349166, 3.603252025376453, 47571.23524549999, 12.9831, 12.4536, 15.6524, 16.1442, -0.0164628, 1.66685, 57.2333, 47572.5582455, 13.0228, 12.5052, 15.6524, 16.1442, -0.0112608, 1.64033, 57.3246, 47572.5772455, 13.0228, 12.5052, 15.6524, 16.1442, -0.0112608, 1.64033, 57.3246, 47573.5722455, 12.7946, 12.3814, 15.7976, 16.283, 0.0315428, 1.80882, 57.2566, 47573.592245499996, 12.7649, 12.4021, 15.8183, 16.2946, 0.0495166, 1.81894, 57.2798, 47574.2042455, 12.5665, 12.2165, 16.0671, 16.3177, -0.0434682, 1.99459, 57.1678, 47574.2362455, 12.5665, 12.1959, 16.15, 16.3293, -0.0835851, 2.02218, 57.2416, 47575.2192455, 12.1797, 11.8969, 16.8963, 16.3524, -0.360553, 2.40002, 57.3253, 47575.243245499994, 12.259, 11.8866, 16.8341, 16.3177, -0.387847, 2.35774, 57.2975, 47578.25624549999, 12.6062, 12.7216, 15.4348, 16.4565, 0.496849, 1.7206, 57.2191
47578.365, 47579.481571, 47579.498255, 47580.898138, 47580.914796, 47581.331441999995, 47581.348108, 47582.364701, 47582.38148, 47583.881260999995, 2.3591410653381004, 47578.2742455, 12.5268, 12.7938, 15.4866, 16.468, 0.544921, 1.73739, 57.2753, 47579.389245499995, 13.0823, 12.8454, 15.2482, 16.0517, 0.247532, 1.40813, 57.2275, 47579.410245499996, 13.0525, 12.8763, 15.2378, 16.0748, 0.288606, 1.41082, 57.2414, 47580.8122455, 12.5169, 12.7423, 15.3518, 16.5952, 0.64187, 1.75362, 57.2063, 47580.817245499995, 12.4772, 12.732, 15.4451, 16.734, 0.672436, 1.82178, 57.3883, 47581.2332455, 12.4574, 12.6495, 15.4451, 16.7224, 0.641385, 1.84917, 57.2745, 47581.251245499996, 12.4574, 12.6495, 15.4451, 16.7224, 0.641385, 1.84917, 57.2745, 47582.28824549999, 12.5764, 12.9897, 15.4037, 16.6531, 0.721356, 1.68959, 57.6228, 47582.28824549999, 12.5764, 12.9897, 15.4037, 16.6531, 0.721356, 1.68959, 57.6228, 47583.787245499996, 12.4177, 12.6392, 15.5591, 16.7803, 0.628334, 1.90322, 57.3963
47583.898, 47585.314548, 47585.331249, 47585.931209, 47585.947856, 47586.464463000004, 47586.481187, 47587.497762, 47587.514501, 47588.830956, 4.011321871925004, 47583.8082455, 12.3681, 12.6289, 15.497, 16.7803, 0.673971, 1.90667, 57.2742, 47585.224245499994, 12.9335, 13.0825, 14.989, 16.2714, 0.624773, 1.37347, 57.2764, 47585.2362455, 12.9236, 13.1134, 14.9476, 16.2946, 0.670764, 1.3631, 57.2791, 47585.8392455, 12.507, 12.9794, 15.1134, 16.6646, 0.883442, 1.64805, 57.2644, 47585.8542455, 12.5566, 12.9691, 15.1134, 16.6068, 0.832316, 1.62314, 57.2459, 47586.3752455, 12.8145, 13.1959, 14.9787, 16.3639, 0.770098, 1.39459, 57.353, 47586.395245499996, 12.8343, 13.1649, 14.875, 16.202, 0.726083, 1.33447, 57.0763, 47587.419245499994, 12.6657, 13.1237, 15.0512, 16.5027, 0.832495, 1.5079, 57.3433, 47587.419245499994, 12.6657, 13.1237, 15.0512, 16.5027, 0.832495, 1.5079, 57.3433, 47588.73524549999, 12.5467, 13.2784, 15.0201, 16.4796, 0.955585, 1.48488, 57.3247
47588.847, 47589.963577, 47589.996922, 47590.796837, 47590.813519, 47591.330156, 47591.346816000005, 47592.363411, 47592.380245, 47593.996638000004, 3.1698377367562687, 47588.7552455, 12.5665, 13.3608, 14.9683, 16.4218, 0.980413, 1.4296, 57.3174, 47589.8652455, 12.4376, 13.3196, 14.9787, 16.5143, 1.05574, 1.50282, 57.2501, 47589.9202455, 12.4872, 13.3299, 14.989, 16.5721, 1.05694, 1.50163, 57.3782, 47590.7002455, 12.1499, 12.8351, 15.4244, 17.0204, 0.992998, 1.94841, 57.4298, 47590.7362455, 12.1797, 12.9691, 15.3726, 17.0306, 1.06312, 1.89074, 57.5519, 47591.251245499996, 12.3681, 13.3608, 14.9683, 16.6299, 1.15753, 1.53573, 57.3272, 47591.251245499996, 12.3681, 13.3608, 14.9683, 16.6299, 1.15753, 1.53573, 57.3272, 47592.2912455, 12.2888, 12.8866, 15.2378, 16.6531, 0.881892, 1.76518, 57.0663, 47592.2912455, 12.2888, 12.8866, 15.2378, 16.6531, 0.881892, 1.76518, 57.0663, 47593.906245499995, 12.1896, 13.0722, 15.2067, 16.8844, 1.11598, 1.78612, 57.3528
47594.013, 47595.129603, 47595.146244999996, 47595.946177, 47595.962862, 47596.379488, 47596.396155, 47597.396093999996, 47597.413042, 47599.712594, 2.8720991322292657, 47593.929245499996, 12.2392, 13.0825, 15.2378, 16.8497, 1.06913, 1.76778, 57.4091, 47595.031245499995, 12.2987, 13.2062, 15.1341, 16.8265, 1.13105, 1.68512, 57.4656, 47595.0512455, 12.3086, 13.1856, 15.103, 16.8381, 1.13692, 1.6837, 57.4353, 47595.853245499995, 12.4078, 13.2577, 15.072, 16.6646, 1.0638, 1.58644, 57.4021, 47595.8772455, 12.3681, 13.2784, 15.0823, 16.6415, 1.07607, 1.58897, 57.3703, 47596.2822455, 12.14, 12.8866, 15.2793, 16.919, 1.04253, 1.87987, 57.2249, 47596.302245499995, 12.1103, 12.8969, 15.3829, 16.9537, 1.02777, 1.91725, 57.3438, 47597.296245499994, 12.4872, 13.6392, 14.8543, 16.3524, 1.15559, 1.32916, 57.333, 47597.3142455, 12.4673, 13.7113, 14.8024, 16.3293, 1.20869, 1.29637, 57.3104, 47599.62924549999, 12.1995, 12.8351, 15.5591, 16.8959, 0.857672, 1.93613, 57.4896
47599.729, 47601.045608, 47601.062251999996, 47601.662222, 47601.678884, 47602.195495, 47602.212159999995, 47603.228761, 47603.245556, 47605.44527, 3.3570904568879767, 47599.62924549999, 12.1995, 12.8351, 15.5591, 16.8959, 0.857672, 1.93613, 57.4896, 47600.965245499996, 12.2392, 12.9072, 15.3415, 16.9075, 0.973088, 1.85621, 57.3954, 47600.965245499996, 12.2392, 12.9072, 15.3415, 16.9075, 0.973088, 1.85621, 57.3954, 47601.563245499994, 12.4971, 13.0825, 15.0409, 16.5837, 0.930098, 1.58511, 57.2041, 47601.6022455, 12.4971, 13.0825, 15.1238, 16.5027, 0.858447, 1.58557, 57.2061, 47602.103245499995, 12.5268, 13.1856, 15.0512, 16.4565, 0.901768, 1.51921, 57.2201, 47602.116245499994, 12.5566, 13.1959, 15.0201, 16.4565, 0.906718, 1.50032, 57.2291, 47603.1462455, 12.1698, 13.0722, 15.2274, 17.0102, 1.16786, 1.82561, 57.4796, 47603.1462455, 12.1698, 13.0722, 15.2274, 17.0102, 1.16786, 1.82561, 57.4796, 47605.3712455, 12.2888, 12.9897, 15.2689, 16.7803, 0.964746, 1.77158, 57.3277
47605.462, 47606.578596, 47606.595253, 47607.595188, 47607.611869, 47608.028472, 47608.045149, 47609.461707, 47609.47858, 47610.87828, 3.0284036516004535, 47605.3712455, 12.2888, 12.9897, 15.2689, 16.7803, 0.964746, 1.77158, 57.3277, 47606.484245499996, 11.9317, 12.701, 15.4037, 17.4382, 1.21962, 2.14246, 57.4747, 47606.50424549999, 11.8623, 12.8041, 15.3518, 17.3465, 1.27975, 2.10022, 57.3648, 47607.5052455, 12.2293, 13.0206, 15.1756, 16.9537, 1.11951, 1.79841, 57.3793, 47607.527245499994, 12.1995, 12.9588, 15.1963, 17, 1.11713, 1.84067, 57.3546, 47607.946245499996, 11.8623, 12.701, 15.4762, 17.3058, 1.16324, 2.14977, 57.3453, 47607.946245499996, 11.8623, 12.701, 15.4762, 17.3058, 1.16324, 2.14977, 57.3453, 47609.387245499995, 12.2095, 12.701, 15.4348, 17.1121, 0.943714, 1.99358, 57.4573, 47609.387245499995, 12.2095, 12.701, 15.4348, 17.1121, 0.943714, 1.99358, 57.4573, 47610.783245499995, 12.1995, 12.8763, 15.2689, 16.9769, 1.04007, 1.87624, 57.3216
47610.895, 47612.111567, 47612.12824799999, 47613.128185999994, 47613.144829, 47613.761434, 47613.778108, 47614.394735999995, 47614.411594, 47616.961235999996, 3.253124436595764, 47610.798245499995, 12.1499, 12.8969, 15.2896, 17.0204, 1.07996, 1.89947, 57.3569, 47612.012245499995, 11.6838, 12.1959, 16.0152, 17.5707, 0.899494, 2.5336, 57.4656, 47612.0342455, 11.5945, 12.2268, 16.0774, 17.5504, 0.91612, 2.56048, 57.4491, 47613.033245499995, 11.6937, 12.5052, 15.6939, 17.5606, 1.16534, 2.36425, 57.4533, 47613.0472455, 11.6937, 12.5052, 15.6939, 17.5606, 1.16534, 2.36425, 57.4533, 47613.673245499995, 11.7433, 12.4742, 15.7976, 17.4688, 1.04473, 2.36123, 57.4839, 47613.68424549999, 11.7433, 12.4742, 15.7976, 17.4688, 1.04473, 2.36123, 57.4839, 47614.315245499994, 12.2194, 12.7526, 15.4037, 16.9769, 0.918192, 1.93765, 57.3525, 47614.315245499994, 12.2194, 12.7526, 15.4037, 16.9769, 0.918192, 1.93765, 57.3525, 47616.870245499995, 11.8326, 12.5567, 15.5591, 17.4484, 1.13832, 2.2523, 57.3968
47616.978, 47618.094559000005, 47618.111226, 47619.111150000004, 47619.127831000005, 47619.544460000005, 47619.561135, 47620.377737, 47620.394406, 47622.810900000004, 3.3326413825746584, 47616.883245499994, 11.8722, 12.6082, 15.528, 17.4077, 1.1389, 2.20894, 57.4162, 47617.995245499995, 12.0309, 12.4021, 15.6524, 17.2446, 0.856143, 2.21456, 57.33, 47618.012245499995, 12.1004, 12.3918, 15.6835, 17.2344, 0.802246, 2.20149, 57.4101, 47619.0152455, 12.4475, 13.1546, 14.9268, 16.9306, 1.1795, 1.63297, 57.4596, 47619.031245499995, 12.3781, 13.0928, 14.9579, 16.8265, 1.12799, 1.65407, 57.2553, 47619.4452455, 12.1004, 12.8351, 15.2689, 17.1631, 1.14563, 1.96015, 57.3674, 47619.47024549999, 12.0607, 12.8247, 15.3207, 17.2344, 1.16544, 2.00287, 57.4406, 47620.29024549999, 11.9912, 12.6289, 15.3829, 17.2752, 1.1042, 2.10499, 57.2782, 47620.2952455, 11.9912, 12.701, 15.3518, 17.2854, 1.15269, 2.07875, 57.3295, 47622.7122455, 11.7334, 12.5567, 15.4866, 17.5809, 1.27171, 2.29545, 57.3576
47622.844, 47624.360559999994, 47624.377253, 47625.193852, 47625.210498, 47625.727149, 47625.743806, 47626.760384999994, 47626.77723, 47628.660254999995, 3.81703861375885, 47622.764245499995, 11.8127, 12.567, 15.5384, 17.5809, 1.21602, 2.27994, 57.4991, 47624.2672455, 11.9417, 12.7938, 15.2378, 17.4281, 1.32506, 2.07236, 57.4013, 47624.2822455, 11.9615, 12.7732, 15.2585, 17.4892, 1.32318, 2.091, 57.4824, 47625.122245499995, 12.1995, 13.3814, 14.7506, 17.0917, 1.5338, 1.63558, 57.4233, 47625.122245499995, 12.1995, 13.3814, 14.7506, 17.0917, 1.5338, 1.63558, 57.4233, 47625.63124549999, 12.0706, 13.1856, 14.8335, 17.1325, 1.49153, 1.7589, 57.2222, 47625.6662455, 12.1202, 13.1753, 14.9268, 17.214, 1.45477, 1.78774, 57.4363, 47626.66724549999, 11.9912, 13.2474, 14.8024, 17.2752, 1.62646, 1.78979, 57.3163, 47626.6872455, 12.0111, 13.2165, 14.8024, 17.2038, 1.57547, 1.77658, 57.2339, 47628.563245499994, 11.4953, 12.8247, 15.3207, 17.8255, 1.66802, 2.30383, 57.4663
