a1, a2, b1, b2, c1, c2, d1, d2, e1, e2, a_distance, a1_time, a1_sensor1, a1_sensor2, a1_sensor3, a1_sensor4, a1_x, a1_y, a1_f, a2_time, a2_sensor1, a2_sensor2, a2_sensor3, a2_sensor4, a2_x, a2_y, a2_f, b1_time, b1_sensor1, b1_sensor2, b1_sensor3, b1_sensor4, b1_x, b1_y, b1_f, b2_time, b2_sensor1, b2_sensor2, b2_sensor3, b2_sensor4, b2_x, b2_y, b2_f, c1_time, c1_sensor1, c1_sensor2, c1_sensor3, c1_sensor4, c1_x, c1_y, c1_f, c2_time, c2_sensor1, c2_sensor2, c2_sensor3, c2_sensor4, c2_x, c2_y, c2_f, d1_time, d1_sensor1, d1_sensor2, d1_sensor3, d1_sensor4, d1_x, d1_y, d1_f, d2_time, d2_sensor1, d2_sensor2, d2_sensor3, d2_sensor4, d2_x, d2_y, d2_f, e1_time, e1_sensor1, e1_sensor2, e1_sensor3, e1_sensor4, e1_x, e1_y, e1_f, e2_time, e2_sensor1, e2_sensor2, e2_sensor3, e2_sensor4, e2_x, e2_y, e2_f
47308.627, 47309.643604, 47309.660273, 47311.260139, 47311.276831, 47311.693456, 47311.710116, 47312.71003, 47312.726795, 47314.193276, 2.646917194552342, 47308.54024549999, 12.4673, 12.9588, 15.1445, 16.7918, 0.932124, 1.7024, 57.3624, 47309.5492455, 12.269, 12.732, 15.3726, 17.1019, 0.953606, 1.95046, 57.4754, 47309.57824549999, 12.1896, 12.7113, 15.4451, 17.0612, 0.930962, 1.9872, 57.4072, 47311.1682455, 12.4376, 12.9485, 15.0823, 16.8381, 0.988832, 1.71038, 57.3064, 47311.18424549999, 12.4673, 13, 15.0823, 16.7224, 0.948456, 1.65982, 57.2721, 47311.599245499994, 12.3979, 12.8866, 15.2378, 16.8265, 0.905609, 1.77332, 57.3488, 47311.616245499994, 12.3979, 12.8866, 15.2378, 16.8265, 0.905609, 1.77332, 57.3488, 47312.6232455, 12.4078, 12.9175, 15.2171, 16.7224, 0.87972, 1.73252, 57.2649, 47312.6422455, 12.4971, 12.9278, 15.186, 16.7571, 0.872403, 1.70431, 57.368, 47314.1022455, 12.1698, 12.5773, 15.4451, 17.0713, 0.887898, 2.03516, 57.2636
47314.21, 47315.226659, 47315.243336, 47316.643225, 47316.659887, 47317.176529, 47317.193199, 47318.193132, 47318.210015, 47319.676349, 2.629713378705166, 47314.116245499994, 12.1698, 12.5773, 15.4451, 17.0713, 0.887898, 2.03516, 57.2636, 47315.1322455, 11.8028, 12.4124, 15.7872, 17.3261, 0.936931, 2.3282, 57.3285, 47315.156245499995, 11.8821, 12.4536, 15.7768, 17.2548, 0.893116, 2.27373, 57.3674, 47316.5622455, 12.5368, 13.2268, 15.0616, 16.6415, 0.987512, 1.55034, 57.4666, 47316.5622455, 12.5368, 13.2268, 15.0616, 16.6415, 0.987512, 1.55034, 57.4666, 47317.0772455, 12.3681, 12.8557, 15.2896, 16.734, 0.843662, 1.78169, 57.2475, 47317.097245499994, 12.3781, 12.9072, 15.2896, 16.815, 0.89497, 1.78237, 57.3899, 47318.09324549999, 12.6657, 13.1134, 15.0201, 16.5259, 0.851911, 1.50899, 57.3251, 47318.1132455, 12.6657, 13.2165, 14.9994, 16.5143, 0.899759, 1.47175, 57.3959, 47319.59524549999, 12.2987, 12.8866, 15.3104, 16.8612, 0.932205, 1.82705, 57.3569
47319.692, 47321.20854, 47321.225222, 47322.825111000006, 47322.841777, 47323.358414, 47323.375060000006, 47324.375005, 47324.392022, 47326.274854, 3.9825346001008373, 47319.59524549999, 12.2987, 12.8866, 15.3104, 16.8612, 0.932205, 1.82705, 57.3569, 47321.1212455, 12.0012, 12.4845, 15.7354, 17.1835, 0.841159, 2.2036, 57.4045, 47321.12924549999, 12.0012, 12.4845, 15.7354, 17.1835, 0.841159, 2.2036, 57.4045, 47322.7252455, 11.4656, 12.2062, 16.2537, 17.6319, 0.92032, 2.66181, 57.5573, 47322.7422455, 11.4656, 12.2062, 16.2537, 17.6319, 0.92032, 2.66181, 57.5573, 47323.2632455, 11.7036, 12.1753, 16.2951, 17.3261, 0.653327, 2.54149, 57.5001, 47323.2842455, 11.6639, 12.1237, 16.2848, 17.3159, 0.649503, 2.5649, 57.3884, 47324.27524549999, 12.2194, 12.9072, 15.2585, 16.9537, 1.03902, 1.85363, 57.3389, 47324.298245499995, 12.259, 12.9588, 15.1549, 16.9884, 1.10409, 1.81103, 57.3611, 47326.1912455, 12.1995, 12.8041, 15.4244, 17.0612, 0.974685, 1.95216, 57.4892
47326.292, 47327.60861, 47327.625259, 47328.225243, 47328.241902, 47328.758527, 47328.775186, 47329.775142, 47329.792114, 47332.924891, 6.405582763026668, 47326.1972455, 12.1698, 12.8041, 15.4659, 17.0306, 0.95661, 1.96341, 57.4703, 47327.5242455, 12.2095, 12.9072, 15.2896, 16.9537, 1.0294, 1.86368, 57.36, 47327.5302455, 12.2392, 12.8866, 15.3, 16.919, 0.988075, 1.85542, 57.3449, 47328.139245499995, 12.388, 12.8866, 15.3726, 16.9306, 0.892997, 1.83107, 57.5778, 47328.1572455, 12.3186, 12.8454, 15.3726, 16.9075, 0.897276, 1.85819, 57.444, 47328.6662455, 12.3483, 12.8763, 15.3415, 16.9306, 0.920543, 1.83858, 57.4967, 47328.68224549999, 12.3483, 12.9175, 15.3104, 16.919, 0.94699, 1.81674, 57.4953, 47329.677245499995, 12.4177, 12.8866, 15.2793, 16.8265, 0.877947, 1.77707, 57.4101, 47329.6992455, 12.388, 12.9278, 15.3104, 16.7803, 0.875232, 1.77022, 57.4065, 47332.8252455, 11.5648, 12.2371, 15.8287, 17.7746, 1.14026, 2.5611, 57.4051
47332.941, 47334.357559, 47334.37423, 47335.374146, 47335.390819, 47335.907453, 47335.924122, 47336.724051, 47336.740859, 47338.707257, 3.931758448232908, 47332.8672455, 11.6739, 12.2577, 15.7768, 17.7542, 1.11431, 2.50583, 57.4626, 47334.283245499995, 12.1202, 12.8144, 15.5177, 17.0204, 0.955647, 1.98445, 57.4727, 47334.283245499995, 12.1202, 12.8144, 15.5177, 17.0204, 0.955647, 1.98445, 57.4727, 47335.2762455, 11.8821, 12.3814, 15.8079, 17.3058, 0.870171, 2.31366, 57.3773, 47335.2932455, 11.8821, 12.3814, 15.8079, 17.3058, 0.870171, 2.31366, 57.3773, 47335.815245499994, 11.8821, 12.4639, 15.6213, 17.2446, 0.963536, 2.23376, 57.212, 47335.836245499995, 11.902, 12.4433, 15.6835, 17.265, 0.926262, 2.2524, 57.2938, 47336.633245499994, 12.0508, 12.6392, 15.5488, 17.1223, 0.942251, 2.08708, 57.361, 47336.6462455, 12.0805, 12.6701, 15.5073, 17.1325, 0.964782, 2.06198, 57.3904, 47338.61224549999, 12.3285, 13, 15.3415, 16.8728, 0.957051, 1.79496, 57.5427
47338.724, 47339.940577, 47339.957244000005, 47340.957169, 47340.973839, 47341.390472, 47341.407143000004, 47343.007020000005, 47343.023863, 47345.373527, 3.72187330312184, 47338.6322455, 12.2987, 12.9588, 15.2896, 16.8844, 0.981501, 1.80646, 57.4315, 47339.8462455, 11.8722, 12.4227, 15.7872, 17.2854, 0.892767, 2.29511, 57.3675, 47339.866245499994, 11.9516, 12.4021, 15.7665, 17.3771, 0.896183, 2.29313, 57.4972, 47340.8612455, 12.0706, 12.8351, 15.3415, 17.0102, 1.06239, 1.95067, 57.2573, 47340.885245499994, 12.14, 12.866, 15.3726, 16.9769, 1.01571, 1.92051, 57.3554, 47341.29224549999, 12.4673, 13.1031, 15.1756, 16.7224, 0.949478, 1.65159, 57.4685, 47341.30924549999, 12.388, 13.0825, 15.2067, 16.6878, 0.948116, 1.67977, 57.3649, 47342.9142455, 12.4475, 13.1134, 15.1134, 16.6878, 0.976366, 1.63181, 57.3621, 47342.93424549999, 12.4574, 13.0928, 15.1134, 16.7456, 0.987446, 1.64838, 57.4092, 47345.285245499996, 12.0607, 12.5773, 15.6213, 17.1019, 0.870454, 2.1143, 57.3613
47345.39, 47346.406585, 47346.423243, 47347.423181, 47347.43987, 47348.056466, 47348.073142, 47349.073061999996, 47349.089909, 47350.689608, 2.7656978961942618, 47345.294245499994, 12.0607, 12.5773, 15.6213, 17.1019, 0.870454, 2.1143, 57.3613, 47346.334245499995, 11.654, 12.1649, 15.9841, 17.4994, 0.883982, 2.52988, 57.3025, 47346.334245499995, 11.654, 12.1649, 15.9841, 17.4994, 0.883982, 2.52988, 57.3025, 47347.3272455, 11.7135, 12.2474, 15.9841, 17.4892, 0.887513, 2.48433, 57.4343, 47347.342245499996, 11.7135, 12.3093, 15.8494, 17.4586, 0.961518, 2.42938, 57.3308, 47347.9642455, 12.269, 12.8144, 15.4244, 16.9653, 0.907549, 1.90688, 57.4731, 47347.9732455, 12.269, 12.8144, 15.4244, 16.9653, 0.907549, 1.90688, 57.4731, 47348.9732455, 12.259, 12.7216, 15.3829, 16.9537, 0.886914, 1.92507, 57.3174, 47349.00424549999, 12.1797, 12.701, 15.4555, 17.0306, 0.913605, 1.98861, 57.3668, 47350.5942455, 11.7929, 12.1546, 15.839, 17.4994, 0.882474, 2.45895, 57.2859
47350.707, 47352.123568, 47352.140215, 47353.140148, 47353.156817, 47353.773441000005, 47353.790102, 47355.389996000005, 47355.406792, 47356.656557, 4.0352139306733426, 47350.6152455, 11.8028, 12.2165, 15.8183, 17.4688, 0.900522, 2.42586, 57.3064, 47352.031245499995, 11.9317, 12.3402, 15.9012, 17.3669, 0.814283, 2.3452, 57.5401, 47352.0492455, 11.9218, 12.4536, 15.9323, 17.3567, 0.848091, 2.31866, 57.6645, 47353.054245499996, 11.8425, 12.3711, 15.839, 17.3669, 0.895402, 2.34911, 57.4195, 47353.05924549999, 11.7235, 12.3918, 15.839, 17.3975, 0.970656, 2.38562, 57.3517, 47353.68424549999, 11.7036, 12.2062, 15.953, 17.5402, 0.910094, 2.50424, 57.403, 47353.6972455, 11.6441, 12.2371, 16.0463, 17.53, 0.903556, 2.53102, 57.4575, 47355.294245499994, 11.8226, 12.3505, 15.922, 17.3465, 0.849754, 2.3751, 57.4416, 47355.32624549999, 11.7631, 12.3196, 15.7976, 17.4179, 0.949755, 2.39084, 57.2981, 47356.5642455, 11.2573, 11.7113, 16.3677, 18.223, 1.00304, 3.02872, 57.5593
47379.02, 47380.536558, 47380.553213, 47381.55313, 47381.5698, 47382.08644499999, 47382.103112, 47383.503002, 47383.519918, 47384.686241999996, 3.8001414582227593, 47378.931245499996, 13.36, 12.8144, 14.9165, 16.2714, 0.352764, 1.311, 57.3623, 47380.440245499994, 13.1715, 12.8041, 14.8854, 16.5027, 0.544751, 1.41529, 57.3637, 47380.4642455, 13.1418, 12.7938, 14.875, 16.5374, 0.573018, 1.43252, 57.348, 47381.455245499994, 13.36, 12.8763, 14.7195, 16.3293, 0.491425, 1.26015, 57.285, 47381.48924549999, 13.36, 12.8866, 14.678, 16.2946, 0.499454, 1.23893, 57.2192, 47381.9902455, 13.2013, 12.8763, 14.8024, 16.4912, 0.594252, 1.36376, 57.3712, 47382.0262455, 13.1021, 12.7835, 14.7713, 16.5721, 0.647473, 1.43053, 57.2291, 47383.4242455, 13.4294, 13.0309, 14.564, 16.1789, 0.531617, 1.123, 57.2033, 47383.4242455, 13.4294, 13.0309, 14.564, 16.1789, 0.531617, 1.123, 57.2033, 47384.590245499996, 12.745, 12.4433, 15.2689, 16.9537, 0.602281, 1.83788, 57.411
47384.702, 47385.718629999996, 47385.735326999995, 47387.135202, 47387.151875999996, 47387.568499999994, 47387.585169, 47388.585095999995, 47388.601928, 47390.251641999996, 2.889277406106089, 47384.6192455, 12.745, 12.4124, 15.2067, 16.9653, 0.621814, 1.83534, 57.3294, 47385.6212455, 12.4574, 12.3711, 15.4555, 17.1936, 0.718486, 2.04094, 57.4777, 47385.643245499996, 12.5268, 12.2887, 15.4037, 17.1325, 0.649786, 2.01929, 57.3517, 47387.035245499996, 12.6954, 12.4227, 15.1652, 17.0204, 0.690344, 1.85001, 57.3038, 47387.05924549999, 12.6359, 12.4433, 15.2378, 17.0102, 0.688916, 1.87575, 57.3272, 47387.472245499994, 12.6459, 12.4124, 15.2378, 17.0102, 0.671351, 1.88193, 57.3062, 47387.4942455, 12.6558, 12.5361, 15.2482, 17.1019, 0.753388, 1.866, 57.5419, 47388.48724549999, 12.8641, 12.7938, 14.8957, 16.7571, 0.781336, 1.56908, 57.3108, 47388.512245499995, 12.8046, 12.8041, 14.8957, 16.8034, 0.832015, 1.59414, 57.3078, 47390.1592455, 12.4376, 12.4433, 15.3622, 17.0713, 0.748011, 1.97664, 57.3144
47390.268, 47391.284604, 47391.301247999996, 47391.901216, 47391.91787999999, 47392.434513, 47392.451189, 47393.451095, 47393.46791199999, 47395.067636, 2.866780933967451, 47390.1722455, 12.507, 12.4433, 15.414, 17.1631, 0.732407, 1.98865, 57.5274, 47391.1952455, 12.5268, 12.567, 15.3622, 17.0917, 0.768799, 1.91843, 57.5478, 47391.2122455, 12.4971, 12.5258, 15.3726, 17.1325, 0.777286, 1.95093, 57.5279, 47391.8182455, 12.3681, 12.3196, 15.611, 17.0306, 0.597882, 2.08109, 57.3293, 47391.8182455, 12.3681, 12.3196, 15.611, 17.0306, 0.597882, 2.08109, 57.3293, 47392.355245499995, 12.4277, 12.701, 15.2378, 17.0102, 0.891376, 1.8612, 57.3767, 47392.355245499995, 12.4277, 12.701, 15.2378, 17.0102, 0.891376, 1.8612, 57.3767, 47393.3672455, 12.6954, 12.6082, 15.1756, 16.8265, 0.682181, 1.75334, 57.3058, 47393.368245499994, 12.6756, 12.5773, 15.3104, 16.8844, 0.642192, 1.81255, 57.4477, 47394.9732455, 12.1698, 12.1134, 15.8079, 17.3465, 0.645146, 2.31676, 57.4376
47395.084, 47396.200560000005, 47396.217267, 47397.217165, 47397.233821, 47397.750466000005, 47397.767125000006, 47398.367069, 47398.383943, 47400.216954, 3.1828926356387073, 47394.9942455, 12.2293, 12.1031, 15.8079, 17.3159, 0.601253, 2.29518, 57.4563, 47396.116245499994, 12.5863, 12.6289, 15.0616, 16.919, 0.830472, 1.77428, 57.1958, 47396.13124549999, 12.5566, 12.6186, 15.1341, 16.9306, 0.811687, 1.80546, 57.2399, 47397.1212455, 12.6657, 12.7629, 15.0927, 16.8959, 0.827464, 1.71378, 57.4172, 47397.1422455, 12.7054, 12.701, 15.0927, 16.8728, 0.773796, 1.71488, 57.3719, 47397.6532455, 12.4078, 12.5876, 15.2482, 17, 0.843605, 1.90049, 57.2436, 47397.6722455, 12.388, 12.567, 15.2482, 17.0102, 0.848162, 1.91477, 57.2134, 47398.2782455, 12.6954, 12.7732, 14.9994, 16.8265, 0.831181, 1.66437, 57.2946, 47398.287245499996, 12.6756, 12.6701, 15.0616, 16.734, 0.729299, 1.69314, 57.1413, 47400.118245499994, 12.1004, 12.3093, 15.611, 17.4484, 0.890213, 2.25768, 57.469
47400.234, 47401.45063399999, 47401.46731, 47402.667212, 47402.683876999996, 47403.100512, 47403.117188, 47404.117111, 47404.133954, 47405.833648, 3.329216527394768, 47400.137245499995, 12.0904, 12.2165, 15.6317, 17.3873, 0.820592, 2.27961, 57.3259, 47401.36424549999, 12.1202, 12.4742, 15.4244, 17.2752, 0.96207, 2.12199, 57.294, 47401.372245499995, 12.1797, 12.4639, 15.414, 17.3567, 0.969666, 2.12328, 57.4144, 47402.573245499996, 12.1499, 12.5876, 15.3207, 17.2752, 1.04308, 2.05596, 57.3335, 47402.5982455, 12.1499, 12.6289, 15.3104, 17.2956, 1.07351, 2.04596, 57.3847, 47403.00624549999, 12.1202, 12.433, 15.528, 17.3465, 0.927809, 2.17353, 57.4277, 47403.0172455, 12.0706, 12.433, 15.497, 17.2956, 0.942913, 2.17003, 57.2961, 47404.0302455, 12.3582, 12.7113, 15.1963, 17.1325, 0.997096, 1.89707, 57.3984, 47404.0362455, 12.3186, 12.8041, 15.0927, 17.0815, 1.07965, 1.84605, 57.2969, 47405.734245499996, 12.2888, 12.732, 15.2171, 17.2446, 1.07454, 1.9417, 57.4824
47405.85, 47406.866584999996, 47406.883243, 47407.483189, 47407.499869, 47408.116498999996, 47408.133151999995, 47409.133089999996, 47409.149882, 47411.48291, 2.5304767549575695, 47405.758245499994, 12.2789, 12.7732, 15.2171, 17.1529, 1.05801, 1.9116, 57.422, 47406.7692455, 12.2392, 12.5567, 15.3207, 17.3159, 1.0067, 2.04782, 57.4326, 47406.787245499996, 12.2293, 12.5464, 15.3726, 17.3567, 1.00046, 2.07467, 57.505, 47407.383245499994, 12.1797, 12.5773, 15.4659, 17.2854, 0.963837, 2.08515, 57.5082, 47407.408245499995, 12.1301, 12.4742, 15.4244, 17.2548, 0.949022, 2.11445, 57.2835, 47408.0282455, 12.1004, 12.5464, 15.3726, 17.3567, 1.05889, 2.11304, 57.376, 47408.033245499995, 12.0508, 12.5464, 15.3207, 17.3465, 1.10078, 2.11391, 57.2644, 47409.0452455, 12.3681, 12.7113, 15.1652, 17.1529, 1.01521, 1.89171, 57.3976, 47409.0532455, 12.3781, 12.7113, 15.1549, 17.1733, 1.02393, 1.89108, 57.4175, 47411.385245499994, 12.5467, 12.8144, 15.0823, 16.9537, 0.931746, 1.74441, 57.3972
47411.499, 47412.715574, 47412.732231, 47413.732177000005, 47413.748823, 47414.365449000004, 47414.382115, 47414.782102000005, 47414.799016000004, 47416.84860500001, 3.5093167811639767, 47411.4092455, 12.5566, 12.8763, 15.0512, 16.9653, 0.972065, 1.71898, 57.4494, 47412.6252455, 12.6756, 12.9381, 14.7817, 16.7918, 0.993517, 1.56323, 57.1873, 47412.633245499994, 12.6459, 12.9588, 14.8543, 16.8497, 1.00696, 1.59644, 57.3085, 47413.641245499995, 12.4078, 12.6598, 15.1238, 17.1427, 0.990197, 1.8834, 57.3341, 47413.66524549999, 12.3979, 12.7113, 15.1341, 17.0408, 0.968882, 1.85017, 57.2842, 47414.2862455, 12.3384, 12.6701, 15.2896, 17.1835, 0.967932, 1.94791, 57.4816, 47414.2862455, 12.3384, 12.6701, 15.2896, 17.1835, 0.967932, 1.94791, 57.4816, 47414.6932455, 12.5665, 12.866, 15.0512, 17.051, 0.999054, 1.73887, 57.5347, 47414.70124549999, 12.5665, 12.866, 15.0512, 17.051, 0.999054, 1.73887, 57.5347, 47416.75624549999, 11.783, 12.3918, 15.611, 17.6625, 1.15769, 2.37572, 57.4482
47416.866, 47418.282574000004, 47418.299224, 47419.299153, 47419.315811, 47419.832439000005, 47419.849099, 47420.449065, 47420.465825, 47422.232271, 4.202870555420598, 47416.79224549999, 11.7631, 12.3918, 15.5695, 17.5402, 1.13477, 2.34564, 57.2646, 47418.1872455, 12.3582, 12.5258, 15.414, 17.1733, 0.838152, 2.01056, 57.4713, 47418.217245499996, 12.2491, 12.5567, 15.3829, 17.1835, 0.918609, 2.029, 57.3722, 47419.207245499994, 12.0607, 12.4845, 15.4037, 17.3873, 1.04973, 2.15721, 57.3362, 47419.2212455, 12.0012, 12.5258, 15.497, 17.4484, 1.07708, 2.19718, 57.4723, 47419.7362455, 12.3186, 12.6289, 15.3207, 17.1223, 0.919965, 1.95911, 57.3905, 47419.7552455, 12.4277, 12.6701, 15.2896, 17.1733, 0.923407, 1.91932, 57.5607, 47420.351245499995, 12.2491, 12.6392, 15.2482, 17.2854, 1.05676, 1.99712, 57.4218, 47420.3712455, 12.1698, 12.6392, 15.2689, 17.3363, 1.10462, 2.03685, 57.4142, 47422.137245499995, 12.1301, 12.5464, 15.3311, 17.4281, 1.09394, 2.11088, 57.4357
47422.248, 47423.264614, 47423.281304, 47424.281272, 47424.297879, 47424.814528, 47424.831179, 47425.231153, 47425.247862, 47427.397657, 2.7276390916369424, 47422.162245499996, 12.1004, 12.4948, 15.3518, 17.4586, 1.08931, 2.14663, 57.4057, 47423.1662455, 11.8326, 12.299, 15.7043, 17.5809, 1.02021, 2.39138, 57.4167, 47423.1952455, 11.8722, 12.2887, 15.7457, 17.6115, 0.991952, 2.39829, 57.5181, 47424.190245499994, 12.1797, 12.6495, 15.1549, 17.3159, 1.14785, 2.00043, 57.3, 47424.207245499994, 12.1797, 12.732, 15.1652, 17.2446, 1.14775, 1.96214, 57.3215, 47424.7162455, 12.1202, 12.5773, 15.2067, 17.3159, 1.12127, 2.05132, 57.2202, 47424.7362455, 12.1004, 12.5464, 15.2896, 17.3567, 1.09661, 2.09439, 57.2931, 47425.1532455, 12.1499, 12.5979, 15.3829, 17.3159, 1.03619, 2.0761, 57.4468, 47425.1532455, 12.1499, 12.5979, 15.3829, 17.3159, 1.03619, 2.0761, 57.4468, 47427.302245499995, 12.1797, 13.1649, 14.9683, 17.0204, 1.32442, 1.73826, 57.3333
47427.414, 47428.630581, 47428.647258, 47430.047175, 47430.063813999994, 47430.68043, 47430.697109, 47431.697026999995, 47431.713801, 47433.896861999994, 3.31704359991592, 47427.32624549999, 12.1698, 13.1443, 14.9061, 17.1936, 1.42043, 1.77282, 57.4139, 47428.556245499996, 12.5764, 13.1546, 14.8854, 16.7803, 1.0772, 1.55094, 57.3967, 47428.556245499996, 12.5764, 13.1546, 14.8854, 16.7803, 1.0772, 1.55094, 57.3967, 47429.9492455, 12.3086, 12.7835, 15.1756, 17.1325, 1.05912, 1.8857, 57.4002, 47429.967245499996, 12.3483, 12.8144, 15.103, 17.0917, 1.06996, 1.839, 57.3575, 47430.588245499996, 12.4971, 13.0722, 14.8854, 16.815, 1.09338, 1.60585, 57.2696, 47430.597245499994, 12.4971, 13.0722, 14.8854, 16.815, 1.09338, 1.60585, 57.2696, 47431.6002455, 12.5764, 13.1237, 14.8232, 16.8381, 1.1167, 1.55883, 57.3614, 47431.63124549999, 12.5764, 13.0825, 14.8439, 16.8959, 1.11416, 1.58912, 57.3987, 47433.8032455, 12.1698, 13.0722, 14.9787, 17.214, 1.3658, 1.8153, 57.4346
47433.914, 47435.030657999996, 47435.047314999996, 47436.647221, 47436.663883, 47437.180514, 47437.197176999995, 47438.197101, 47438.213900999996, 47439.630341, 3.2893348039355095, 47433.8222455, 12.1599, 13.1031, 14.9372, 17.1631, 1.38116, 1.7879, 57.3632, 47434.9492455, 12.2293, 12.7526, 15.1238, 17.1325, 1.10591, 1.90636, 57.2381, 47434.9492455, 12.2293, 12.7526, 15.1238, 17.1325, 1.10591, 1.90636, 57.2381, 47436.5532455, 12.3186, 12.7732, 15.3104, 17.1019, 0.976536, 1.90957, 57.504, 47436.5662455, 12.2888, 12.7113, 15.3, 17.1019, 0.968808, 1.9342, 57.4021, 47437.086245499995, 12.0904, 12.4948, 15.4555, 17.3465, 0.999984, 2.14771, 57.3873, 47437.11424549999, 12.1004, 12.4639, 15.4762, 17.3975, 0.994477, 2.17002, 57.438, 47438.1042455, 12.5368, 12.8557, 14.989, 16.9306, 0.986049, 1.70833, 57.3121, 47438.1192455, 12.5368, 12.8557, 14.989, 16.9306, 0.986049, 1.70833, 57.3121, 47439.5472455, 12.2789, 12.8763, 15.1652, 17.0815, 1.09478, 1.85315, 57.4019
47439.646, 47440.862573, 47440.879244, 47442.079145, 47442.095812, 47442.612474, 47442.629109, 47443.629044, 47443.646027, 47445.762209, 3.3165074891512076, 47439.5472455, 12.2789, 12.8763, 15.1652, 17.0815, 1.09478, 1.85315, 57.4019, 47440.77524549999, 12.4078, 12.7732, 15.2274, 17.0408, 0.948101, 1.85047, 57.4492, 47440.785245499996, 12.3285, 12.8351, 15.2274, 17, 0.992814, 1.84626, 57.391, 47442.001245499996, 12.3086, 12.9175, 15.1238, 16.9653, 1.06883, 1.7961, 57.3152, 47442.001245499996, 12.3086, 12.9175, 15.1238, 16.9653, 1.06883, 1.7961, 57.3152, 47442.5302455, 12.5268, 12.8763, 15.0823, 16.8497, 0.922993, 1.70808, 57.3351, 47442.5302455, 12.5268, 12.8763, 15.0823, 16.8497, 0.922993, 1.70808, 57.3351, 47443.5512455, 12.5566, 12.9897, 15.0201, 16.9306, 1.019, 1.67081, 57.497, 47443.5512455, 12.5566, 12.9897, 15.0201, 16.9306, 1.019, 1.67081, 57.497, 47445.66724549999, 12.7153, 13.1856, 14.8543, 16.6415, 0.983295, 1.46217, 57.3966
47445.779, 47447.195555, 47447.21222, 47447.612181000004, 47447.62887, 47448.245473, 47448.26216, 47449.262053, 47449.278986000005, 47450.778637, 3.7122855629619402, 47445.6892455, 12.7351, 13.1959, 14.8335, 16.4565, 0.910366, 1.40482, 57.221, 47447.1232455, 12.5566, 12.9485, 15.0823, 16.6646, 0.862053, 1.63537, 57.252, 47447.1232455, 12.5566, 12.9485, 15.0823, 16.6646, 0.862053, 1.63537, 57.252, 47447.5302455, 12.5368, 12.9072, 15.2171, 16.7687, 0.836712, 1.70865, 57.4298, 47447.5302455, 12.5368, 12.9072, 15.2171, 16.7687, 0.836712, 1.70865, 57.4298, 47448.1492455, 12.269, 12.4433, 15.5177, 17.1936, 0.805548, 2.08949, 57.4236, 47448.162245499996, 12.2888, 12.4124, 15.5488, 17.1733, 0.761041, 2.0952, 57.4232, 47449.16524549999, 12.2789, 12.4536, 15.5073, 17.265, 0.840104, 2.09717, 57.5048, 47449.18224549999, 12.2888, 12.4639, 15.4451, 17.2956, 0.880778, 2.08406, 57.4934, 47450.7002455, 12.3781, 12.567, 15.528, 16.919, 0.688222, 1.96073, 57.3922
47450.795, 47452.311542999996, 47452.328203, 47453.728095, 47453.744763999995, 47454.361391, 47454.378046, 47455.377984, 47455.394930999995, 47458.127797, 3.9544728743950275, 47450.7002455, 12.3781, 12.567, 15.528, 16.919, 0.688222, 1.96073, 57.3922, 47452.23924549999, 12.2095, 12.3608, 15.497, 17.3058, 0.854138, 2.15235, 57.373, 47452.23924549999, 12.2095, 12.3608, 15.497, 17.3058, 0.854138, 2.15235, 57.373, 47453.660245499996, 12.259, 12.6495, 15.3933, 17.1223, 0.922719, 1.98708, 57.4241, 47453.660245499996, 12.259, 12.6495, 15.3933, 17.1223, 0.922719, 1.98708, 57.4241, 47454.2652455, 12.5566, 12.8041, 15.2067, 16.7687, 0.788999, 1.7305, 57.3361, 47454.285245499996, 12.4475, 12.7835, 15.1652, 16.815, 0.867724, 1.76955, 57.2112, 47455.2972455, 12.6558, 12.9897, 14.9787, 16.6184, 0.861958, 1.55957, 57.2425, 47455.2972455, 12.6558, 12.9897, 14.9787, 16.6184, 0.861958, 1.55957, 57.2425, 47458.031245499995, 12.755, 12.7526, 15.1445, 16.6878, 0.671813, 1.65454, 57.3398
47458.144, 47459.360584, 47459.377244, 47460.377168, 47460.393841, 47460.810479, 47460.827141, 47461.82707, 47461.843775, 47463.943592, 2.882095643804816, 47458.056245499996, 12.7153, 12.7629, 15.1756, 16.6531, 0.665301, 1.66224, 57.3068, 47459.266245499995, 12.4078, 12.7835, 15.2067, 16.9653, 0.93016, 1.82539, 57.3633, 47459.2842455, 12.4475, 12.7423, 15.1549, 16.9884, 0.928059, 1.81925, 57.3331, 47460.2892455, 12.4772, 12.5773, 15.3104, 17, 0.779969, 1.89727, 57.3649, 47460.3122455, 12.4772, 12.6186, 15.3207, 16.9884, 0.78783, 1.88486, 57.405, 47460.728245499995, 12.7351, 13.0206, 14.8543, 16.6646, 0.914827, 1.50935, 57.2746, 47460.728245499995, 12.7351, 13.0206, 14.8543, 16.6646, 0.914827, 1.50935, 57.2746, 47461.732245499996, 12.4078, 12.6598, 15.2793, 17, 0.859991, 1.88632, 57.3469, 47461.764245499995, 12.388, 12.6701, 15.2482, 17.0612, 0.913018, 1.896, 57.3674, 47463.847245499994, 12.1202, 12.3918, 15.4451, 17.3567, 0.952283, 2.16961, 57.3138
