2018,10.0,18.0,16.0,27.0,22.222,175834.458553949,175835.67509998,175835.69177923,175836.691671379,175836.708324193,175837.224965446,175837.241527989,175837.641584943,175837.658392342,175838.608150451
2018,10,18,16,27,26.389,175838.624812489,175839.641367274,175839.658044961,175840.657963318,175840.674620722,175841.291251704,175841.307917139,175841.707861917,175841.724796715,175842.54110855
2018,10,18,16,27,30.323,175842.557780101,175844.074297257,175844.090961476,175844.490912952,175844.507593071,175844.924215345,175844.940856429,175845.940724898,175845.957689181,175846.840684131
2018,10,18,16,27,34.622,175846.857334764,175848.373900762,175848.390528356,175849.99038883,175850.007033406,175850.423669458,175850.440339329,175851.440265481,175851.457130364,175852.273501865
2018,10,18,16,27,40.056,175852.290135324,175853.306728243,175853.323400929,175854.723245503,175854.739917901,175855.156590733,175855.173228207,175856.173129058,175856.190300821,175856.939715925
2018,10,18,16,27,44.722,175856.956382304,175858.272940212,175858.289619115,175859.289510763,175859.306166568,175859.722789402,175859.739472513,175860.739366437,175860.756060873,175861.555936038
2018,10,18,16,27,49.337,175861.572576887,175862.589165983,175862.605845196,175863.605749598,175863.622402758,175864.238993644,175864.255710405,175864.855513645,175864.872381078,175865.905517009
2018,10,18,16,27,53.687,175865.922167664,175866.938760636,175866.95540936,175867.955321115,175867.971982535,175868.388617776,175868.405294749,175868.805249061,175868.822024757,175869.688502145
2018,10,18,16,27,57.47,175869.705150656,175871.221653304,175871.238356596,175872.838180194,175872.85485327,175873.371450898,175873.388123988,175874.388019033,175874.404852426,175875.371276007
2018,10,18,16,28,3.153,175875.387925424,175876.804463719,175876.821135675,175877.421081521,175877.43770672,175877.854364153,175877.871043808,175878.870930247,175878.887749958,175879.754182365
2018,10,18,16,28,7.536,175879.770837301,175880.987395121,175881.00408207,175881.404024439,175881.420684856,175881.837300417,175881.853983042,175882.853881888,175882.870641411,175883.803797921
2018,10,18,16,28,11.585,175883.820471092,175885.236981602,175885.253681401,175886.253545478,175886.270228641,175886.686852093,175886.703427545,175887.70340113,175887.720245944,175888.853302287
2018,10,18,16,28,16.636,175888.869967914,175889.9865242,175890.003205396,175891.003093301,175891.019778784,175891.536381621,175891.55303781,175893.152925302,175893.169699568,175894.102815399
2018,10,18,16,28,21.885,175894.11937607,175895.536002146,175895.552646258,175896.552556046,175896.569232209,175897.18586566,175897.202494159,175897.60246001,175897.619198578,175898.735651295
2018,10,18,16,28,26.518,175898.752352177,175899.868903601,175899.885569552,175900.885479185,175900.902119533,175901.518759777,175901.535410991,175902.73528842,175902.752123625,175904.151832579
2018,10,18,16,28,31.934,175904.168509147,175905.385038659,175905.401704942,175905.801667049,175905.818324939,175906.234961242,175906.251631827,175907.251527932,175907.268262854,175908.134786188
2018,10,18,16,28,35.918,175908.151393962,175909.667963762,175909.684623966,175910.684560499,175910.701206866,175911.217817749,175911.234472066,175911.634435507,175911.651050324,175912.551010272
2018,10,18,16,28,40.334,175912.567626962,175914.084216308,175914.100879253,175915.700713756,175915.717389823,175916.233979692,175916.250689969,175917.250559019,175917.267454413,175918.267132967
2018,10,18,16,28,46.05,175918.283797282,175919.700308949,175919.717010311,175920.716892004,175920.733600586,175921.350175219,175921.366838702,175922.966682083,175922.983486741,175923.883237685
2018,10,18,16,28,51.666,175923.899878187,175924.916501942,175924.933161335,175925.93304949,175925.94972432,175926.366341001,175926.383011159,175927.38292091,175927.39966219699,175928.282828966
2018,10,18,16,28,56.067,175928.299468658,175929.816017327,175929.832664548,175930.632619811,175930.649314268,175931.065878866,175931.082561026,175932.082482624,175932.099209228,175932.965702169
2018,10,18,16,29,0.75,175932.982337499,175934.098947196,175934.115604121,175934.515555597,175934.532236836,175934.94885365,175934.965516668,175935.96543375,175935.982172164,175936.798697499
2018,10,18,16,29,4.583,175936.815315308,175937.931894789,175937.948548951,175938.748510027,175938.76514115,175939.281779124,175939.298444132,175940.29834678,175940.315087567,175941.181580354
2018,10,18,16,29,8.965,175941.198263811,175942.314836285,175942.331489387,175943.331395932,175943.348043692,175943.764675227,175943.781319148,175944.981221295,175944.997973833,175945.781099025
2018,10,18,16,29,13.566,175945.797766678,175947.114358589,175947.131030331,175948.130916055,175948.147593279,175948.564214145,175948.580864144,175949.580763315,175949.597509679,175950.564026117
2018,10,18,16,29,18.349,175950.580674878,175952.097197052,175952.113864049,175952.513821912,175952.530495297,175952.947115295,175952.9637634,175953.963692713,175953.980526512,175954.796958237
2018,10,18,16,29,22.582,175954.813587393,175956.130131236,175956.146816505,175957.146718439,175957.163379048,175957.779969374,175957.796659293,175958.396587346,175958.413328287,175959.329833758
2018,10,18,16,29,27.115,175959.346466406,175960.863014595,175960.879687804,175961.879615635,175961.896242242,175962.412852218,175962.42952861,175963.846054497,175963.862822839,175964.84595643
2018,10,18,16,29,46.115,175978.344573966,175979.86121449,175979.877850572,175980.877770954,175980.894399432,175981.511054537,175981.52768566,175982.944226327,175982.960957793,175983.894118664
2018,10,18,16,29,51.681,175983.91079118,175985.127330108,175985.144017308,175985.543968783,175985.560636841,175985.977261355,175985.993925862,175987.010496818,175987.027200073,175987.960456269
2018,10,18,16,29,55.747,175987.977066379,175989.293614252,175989.310280284,175990.310165352,175990.326834471,175990.743459353,175990.760144836,175991.776685128,175991.793313974,175992.57661139
2018,10,18,16,30,0.363,175992.593289233,175993.609867019,175993.626526413,175994.226471949,175994.243133118,175994.759729722,175994.776402371,175995.776310692,175995.79309839,175996.659570355
